USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA_ARS,GOES_CLASS,PEAK_TIME
4.304328e+22,84.727,0.0038592,6512.072,25.066,2986.294,49.05,0.00884312,40.652,99.425,-0.04363017,55179150000000.0,10242740000000.0,5.284728e+23,33.987,1297.301147,4.593,235.813,394,11165,M5.3,2011.03.06_22:44_TAI
2.966248e+22,92.902,0.00194848,12870.74,57.026,2938.744,67.211,0.0045628,59.529,98.882,0.27970451,60561380000000.0,7489042000000.0,8.829172e+23,51.416,1339.980713,4.823,100.641,401,11166,X1.5,2011.03.08_11:23_TAI
2.12436e+22,79.871,0.00572348,8757.911,34.493,1394.849,46.311,0.01179282,44.705,88.107,0.01063769,24759190000000.0,4866226000000.0,3.443792e+23,38.187,702.379822,4.434,169.455,750,11261,M9.3,2011.07.28_14:09_TAI
1.866591e+22,108.943,-0.00184522,8165.421,39.111,1655.795,67.455,-0.00541627,51.118,110.416,0.48426646,36145700000000.0,8388017000000.0,3.510975e+23,42.076,1339.292847,4.179,59.741,833,11283,M5.3,2011.09.04_13:50_TAI
1.578937e+22,112.878,0.01616025,10454.33,35.536,1587.769,68.041,0.03842592,48.298,117.87,0.16360672,28148830000000.0,19963830000000.0,3.373627e+23,38.694,1188.736694,4.325,392.678,833,11283,M6.7,2011.09.07_03:46_TAI
6.023871e+22,72.604,-0.01309314,15345.23,38.526,4833.767,48.641,-0.02075361,46.559,86.541,0.00529599,73887210000000.0,29905120000000.0,1.544026e+24,41.46,1934.347046,4.813,991.989,892,11302,M8.8,2011.09.23_16:50_TAI
5.500245e+22,92.286,-0.01324289,13429.57,39.512,4682.919,57.026,-0.02672708,48.176,100.318,-0.00748232,84594030000000.0,43111680000000.0,1.405848e+24,41.479,2104.503418,4.94,1043.831,1638,11476,M5.7,2012.05.08_16:18_TAI
3.35186e+22,100.487,-0.00502272,11832.22,42.99,2689.354,62.4,-0.00999558,51.407,107.33,-0.19720693,55159460000000.0,15420720000000.0,7.880271e+23,44.029,1468.314453,4.672,251.884,1807,11515,M5.6,2012.06.30_22:52_TAI
3.534849e+22,96.953,-0.00935879,11330.19,51.714,3410.615,66.043,-0.02208789,57.137,102.375,-0.10246208,71370430000000.0,24765390000000.0,9.186045e+23,48.684,1656.433472,4.904,571.326,1807,11515,M5.3,2012.07.02_21:55_TAI
4.132004e+22,105.931,-0.00835023,12512.43,50.507,4536.279,72.245,-0.01775894,56.519,112.462,-0.10541457,87893160000000.0,19582800000000.0,1.098637e+24,47.754,1871.044922,5.024,552.059,1807,11515,M6.1,2012.07.03_23:44_TAI
2.053691e+22,107.013,0.00083906,4473.053,17.698,1379.629,51.663,0.00248837,37.576,108.12,0.0457378,29602840000000.0,2034923000000.0,1.926001e+23,31.256,914.419189,4.252,27.204,3291,11875,M1.0,2013.10.20_12:22_TAI
2.37797e+22,112.557,-0.00323772,5242.171,27.949,2195.897,60.507,-0.00975621,44.44,115.869,0.14766717,47453970000000.0,3098618000000.0,2.801513e+23,36.659,1214.675415,4.319,130.283,3291,11875,M1.0,2013.10.21_03:20_TAI
3.444102e+22,92.967,0.00441567,9970.014,42.15,2834.084,55.34,0.01137905,50.888,95.747,0.22058688,59695790000000.0,6688570000000.0,7.740863e+23,43.45,1640.352051,4.647,258.145,3321,11884,M6.3,2013.10.31_07:53_TAI
6.523485e+22,74.547,0.00705288,10238.55,31.522,4252.668,43.986,0.01425832,42.899,84.426,-0.15805411,75658130000000.0,24189930000000.0,1.20885e+24,36.984,2188.821289,4.851,627.015,3341,11890,X3.3,2013.11.04_10:12_TAI
1.547284e+22,122.52,-0.00187762,5843.924,25.104,1372.632,67.534,-0.00472265,43.508,125.107,0.26734883,27580010000000.0,5372126000000.0,1.823056e+23,34.902,898.606506,4.195,44.105,3535,11936,M3.1,2013.12.27_19:56_TAI
1.977134e+22,121.517,0.00125797,7743.817,38.987,2133.102,77.885,0.00328471,52.31,124.735,0.21805909,43663510000000.0,3696391000000.0,3.426054e+23,42.099,1328.562622,4.575,41.908,3535,11936,M6.4,2013.12.30_09:58_TAI
3.034546e+22,112.697,-0.00190572,8206.805,39.742,2943.232,68.949,-0.00474505,51.034,116.242,0.15333708,59890810000000.0,3918187000000.0,5.473039e+23,42.238,1631.42749,4.709,95.696,3535,11936,M9.9,2013.12.31_06:52_TAI
7.046335e+21,108.217,0.01879068,8532.027,41.936,693.732,73.654,0.0416421,53.261,110.587,0.17557237,14134270000000.0,9270034000000.0,1.281526e+23,43.32,288.473175,3.892,212.523,3580,11946,M1.0,2014.01.05_15:53_TAI
9.92944e+22,94.017,0.01375437,15201.8,45.462,7817.661,56.176,0.02503674,51.447,100.345,0.21567652,155174100000000.0,70658310000000.0,2.946393e+24,45.429,4352.848633,5.042,2007.327,3563,11944,M7.2,2014.01.05_22:13_TAI
8.725138e+22,81.427,0.00762082,11341.72,30.196,4781.841,42.216,0.01458975,42.323,87.91,-0.15511359,88390590000000.0,33318400000000.0,1.789462e+24,35.32,2973.008301,4.856,905.369,3563,11944,M1.3,2014.01.12_09:51_TAI
3.750385e+22,82.074,-0.00040199,3633.567,12.956,1740.805,35.458,-0.00121605,31.918,83.269,-0.09784401,36932690000000.0,2908151000000.0,2.809041e+23,26.289,962.430847,4.01,23.4,3688,11968,M1.1,2014.01.30_03:42_TAI
8.184393e+22,94.392,-0.00488128,13342.43,31.873,7572.287,51.812,-0.00949104,43.344,101.855,0.07465883,123152400000000.0,8312882000000.0,2.039141e+24,37.531,2694.436768,5.241,561.708,3686,11967,M3.0,2014.01.30_19:23_TAI
2.783555e+22,108.826,-0.00117311,4323.193,21.963,1921.689,52.205,-0.00387239,39.448,108.32,0.08328822,43470510000000.0,2931120000000.0,2.709305e+23,32.951,1297.577759,4.086,55.358,3688,11968,M2.6,2014.01.31_18:34_TAI
7.619865e+22,104.857,-0.01029536,16059.57,38.731,9039.139,62.618,-0.01724609,47.447,111.886,0.12722604,137758400000000.0,36848700000000.0,2.220802e+24,41.189,3179.153076,5.229,1071.994,3686,11967,M2.2,2014.01.31_20:20_TAI
7.861456e+22,104.641,-0.00923022,15445.16,38.492,9221.026,63.096,-0.01604721,47.625,111.227,0.15584065,143085600000000.0,33171520000000.0,2.258827e+24,41.401,3137.806152,5.256,1016.44,3686,11967,M4.4,2014.01.31_21:31_TAI
7.887436e+22,102.667,-0.01102149,16410.31,39.711,8987.994,62.981,-0.01957806,48.373,109.735,0.15570752,139536400000000.0,33484970000000.0,2.435481e+24,41.875,3249.072021,5.263,1231.64,3686,11967,M1.3,2014.02.01_02:06_TAI
7.659874e+22,99.797,-0.01355597,17428.41,41.976,9346.746,63.654,-0.02559993,50.194,106.737,0.16483679,147322600000000.0,31620070000000.0,2.624051e+24,43.424,3453.765381,5.238,1536.8,3686,11967,M1.3,2014.02.01_10:04_TAI
2.409373e+22,111.548,-0.01122465,7809.666,39.232,2502.784,68.73,-0.03160947,50.85,113.776,0.38568604,55917450000000.0,21838350000000.0,4.354611e+23,41.736,1672.792358,4.664,471.256,3688,11968,M3.8,2014.02.02_13:23_TAI
7.31026e+22,99.835,-0.02026872,22310.01,49.468,9834.563,68.744,-0.03316421,54.774,110.039,0.18667863,144993500000000.0,58147600000000.0,3.095397e+24,47.169,3891.140869,5.343,2117.413,3686,11967,M5.2,2014.02.02_16:00_TAI
7.482317e+22,100.514,-0.0225984,22931.13,51.432,10137.95,69.396,-0.03459183,55.897,111.547,0.1718726,144256400000000.0,67601000000000.0,3.184436e+24,48.018,3907.68335,5.435,2363.001,3686,11967,M1.4,2014.02.02_21:49_TAI
7.479867e+22,100.576,-0.02922837,25132.4,52.4,10216.24,71.938,-0.04160662,56.549,112.061,0.14506125,143748800000000.0,94488140000000.0,3.33489e+24,48.538,3883.043701,5.392,2920.265,3686,11967,M1.5,2014.02.03_04:02_TAI
7.260847e+22,103.503,-0.02909567,24295.7,51.607,9942.423,72.61,-0.04130598,55.043,114.456,0.26816192,137634700000000.0,99502370000000.0,3.05647e+24,47.329,3926.352051,5.345,2756.146,3686,11967,M1.3,2014.02.04_04:20_TAI
7.739376e+22,108.028,-0.01725277,18479.2,37.948,8989.218,65.806,-0.0260811,47.184,116.805,0.10359507,124789800000000.0,46777480000000.0,2.447125e+24,40.708,3568.322998,5.346,1720.308,3686,11967,M2.0,2014.02.05_16:56_TAI
5.296748e+22,110.343,-0.01181032,9698.509,33.022,4732.087,63.597,-0.02685616,45.335,118.426,-0.07606833,93347840000000.0,51582640000000.0,1.00865e+24,39.167,2256.464355,5.011,924.855,3688,11968,M1.9,2014.02.05_22:29_TAI
1.933671e+22,109.445,0.00257163,7632.024,35.428,1779.308,64.428,0.00669202,49.727,110.408,0.11392076,36324670000000.0,2394413000000.0,3.301186e+23,39.49,1108.456909,4.162,83.758,3721,11974,M1.8,2014.02.10_04:51_TAI
1.769204e+22,110.173,0.00334851,8138.887,38.191,1825.18,68.458,0.00900123,51.879,111.749,0.21276103,38955630000000.0,3404522000000.0,3.377533e+23,40.664,1180.389648,4.376,104.631,3721,11974,M3.7,2014.02.10_16:25_TAI
1.768271e+22,116.175,-0.00317645,9576.688,40.311,2017.79,74.06,-0.00758513,53.308,118.603,0.17322901,38840700000000.0,7782367000000.0,3.710935e+23,41.896,1250.762939,4.482,92.682,3721,11974,M2.3,2014.02.10_18:58_TAI
2.007652e+22,110.63,-0.0149517,10891.84,45.944,2692.475,75.197,-0.0365941,56.571,117.364,0.17045447,47358750000000.0,17414240000000.0,4.980392e+23,45.136,1356.470215,4.755,514.802,3721,11974,M2.1,2014.02.11_03:51_TAI
2.264121e+22,112.298,-0.00652773,10029.96,46.447,2985.81,74.993,-0.01751874,56.51,117.868,0.4010933,59474030000000.0,8370083000000.0,5.424531e+23,45.616,1544.403687,4.78,265.835,3721,11974,M1.8,2014.02.11_13:40_TAI
2.282574e+22,112.532,-0.00469964,10316.45,46.446,3071.076,75.576,-0.01222716,56.495,119.109,0.39759538,58356940000000.0,8196455000000.0,5.512612e+23,45.328,1565.949341,4.894,189.095,3721,11974,M1.0,2014.02.11_14:51_TAI
2.603006e+22,114.22,-0.00461692,9832.335,47.33,3633.411,77.591,-0.01214596,57.389,120.558,0.23039971,67626550000000.0,5581117000000.0,6.09798e+23,46.233,1643.31897,4.937,215.601,3721,11974,M1.8,2014.02.11_20:12_TAI
2.592845e+22,114.828,-0.00680613,10328.75,47.522,3681.473,81.672,-0.01734872,58.273,119.538,0.16057208,68740060000000.0,11197320000000.0,6.261821e+23,46.352,1589.815186,4.911,310.693,3721,11974,M1.4,2014.02.12_03:57_TAI
3.232305e+22,114.838,0.00096113,13096.7,49.127,4766.846,80.885,0.00214925,57.347,124.026,0.18061993,86913450000000.0,6248438000000.0,9.328729e+23,47.262,1735.776733,5.099,51.547,3721,11974,M1.6,2014.02.13_00:40_TAI
3.215612e+22,114.329,0.00057394,13156.36,49.421,4850.994,80.395,0.00128436,57.366,123.847,0.22058354,87710820000000.0,6871692000000.0,9.36843e+23,47.262,1744.284912,5.062,30.773,3721,11974,M1.1,2014.02.13_01:28_TAI
3.283882e+22,116.53,0.0009011,13897.76,49.438,5053.041,83.941,0.00195192,57.291,125.758,0.22831392,89187570000000.0,6876570000000.0,9.852258e+23,47.131,1802.157715,5.122,48.094,3721,11974,M1.0,2014.02.13_04:39_TAI
5.151151e+22,106.007,-0.00400763,6309.792,36.601,4426.518,59.312,-0.01191475,48.425,106.84,0.25573787,92753860000000.0,11986090000000.0,7.618472e+23,40.431,2646.446533,4.557,364.342,3766,11982,M1.1,2014.02.25_03:01_TAI
1.031719e+22,98.401,-0.01035876,5201.167,11.867,772.537,56.302,-0.02321976,34.685,109.362,-0.09395811,13085300000000.0,7428582000000.0,9.499719e+22,27.832,247.86618,4.074,142.464,3836,12002,M1.7,2014.03.09_03:28_TAI
1.621259e+22,121.053,-0.00537308,5033.872,24.012,1352.578,64.095,-0.01474801,42.636,123.583,-0.04153223,28242170000000.0,6239989000000.0,1.71081e+23,34.599,810.891296,4.304,137.502,3813,11996,M1.4,2014.03.09_11:00_TAI
1.724843e+22,119.837,-0.00270252,5263.789,23.002,1356.522,62.621,-0.00686372,41.353,122.284,-0.4193269,28566600000000.0,5676087000000.0,1.825302e+23,33.535,781.70166,4.322,70.563,3813,11996,M3.5,2014.03.09_15:50_TAI
3.265497e+22,89.841,-0.00704239,5665.846,17.725,2302.657,49.884,-0.01691256,37.154,97.306,-0.1138588,42035720000000.0,16300850000000.0,3.551937e+23,30.597,955.908875,4.462,332.415,3813,11996,M2.5,2014.03.10_23:05_TAI
3.53386e+22,91.214,-0.00672539,6768.349,20.341,2370.708,47.969,-0.01425122,37.155,99.198,-0.24591269,39693920000000.0,12402000000000.0,4.243189e+23,31.267,1041.531616,4.564,317.479,3813,11996,M9.3,2014.03.11_10:34_TAI
2.605517e+22,107.487,0.00879488,2193.248,6.47,1751.136,46.74,0.02975369,31.013,108.687,0.2212702,37831120000000.0,18548920000000.0,1.217317e+23,24.906,999.652405,3.63,367.564,3856,12010,M1.7,2014.03.18_15:56_TAI
1.648726e+22,101.25,-0.01457178,12720.31,41.559,1689.773,68.068,-0.02195945,49.37,110.545,-0.08269991,25505560000000.0,10488230000000.0,3.549416e+23,41.848,532.014771,4.444,306.153,3877,12011,M1.1,2014.03.20_19:02_TAI
1.048741e+22,123.092,0.0077582,8105.122,33.851,955.437,76.164,0.01641936,50.42,122.066,0.26636672,18516340000000.0,4463641000000.0,1.683053e+23,37.915,735.202393,3.005,121.299,3894,12017,M2.0,2014.03.27_07:18_TAI
1.0576e+22,116.135,0.00515838,6712.437,33.551,893.885,70.852,0.01364574,50.592,114.377,0.17623706,19856820000000.0,4143510000000.0,1.610657e+23,38.812,759.631897,3.578,93.196,3894,12017,M2.6,2014.03.27_11:51_TAI
1.135496e+22,120.912,0.01372961,6821.76,27.245,1104.542,65.491,0.03801365,44.036,126.431,0.25716665,22060340000000.0,14637250000000.0,1.680556e+23,35.206,760.341797,4.201,254.684,3894,12017,M2.1,2014.03.28_23:55_TAI
3.138384e+22,89.778,-0.00091905,5379.64,16.105,1616.021,39.916,-0.00236699,34.236,92.977,-0.12424006,33687870000000.0,3400979000000.0,3.325861e+23,30.139,922.447021,4.05,42.784,3879,12014,M1.4,2014.03.29_20:07_TAI
4.60016e+22,99.934,0.00898022,4216.844,18.641,3014.668,46.36,0.02932652,37.593,101.794,0.12899043,65828070000000.0,26844800000000.0,4.331272e+23,30.842,1773.037476,4.316,694.539,4000,12035,M1.0,2014.04.15_07:59_TAI
4.537942e+22,114.363,0.004773,4648.172,20.636,3362.749,55.544,0.01422648,39.708,115.595,0.15628184,71131600000000.0,8980506000000.0,4.569671e+23,32.031,2749.870117,4.364,353.322,4000,12038,C3.6,2014.04.20_17:47_TAI
8.096973e+22,66.258,0.00169035,10304.97,30.15,4406.659,36.179,0.00344251,42.791,76.244,-0.04047066,74624100000000.0,3559677000000.0,1.551903e+24,35.261,2295.241455,0.0,191.672,4097,12056,M5.2,2014.05.06_22:07_TAI
1.773664e+22,121.399,0.00293774,2552.01,12.485,1309.884,54.446,0.01024415,34.968,121.518,0.15338832,27807820000000.0,7542665000000.0,1.000351e+23,27.998,875.299011,3.889,86.71,4138,12065,M1.3,2014.05.23_06:35_TAI
1.412531e+22,90.137,0.00737659,5059.199,20.574,810.932,44.232,0.02258195,39.307,92.512,0.0815283,18172020000000.0,8880121000000.0,1.568514e+23,32.966,370.692688,3.917,172.207,4186,12077,M1.3,2014.06.01_16:09_TAI
2.175298e+22,101.727,0.00829183,3240.87,10.977,1493.628,44.817,0.02720905,32.479,104.035,0.05733905,30577110000000.0,8830884000000.0,1.542949e+23,26.614,711.246826,4.342,297.246,4197,12080,M1.4,2014.06.05_07:31_TAI
4.327073e+22,107.893,0.00145229,9636.403,44.068,3992.811,66.792,0.0033631,53.865,111.101,0.21162719,83447570000000.0,8134764000000.0,9.080647e+23,44.198,2641.010986,4.681,103.044,4197,12080,C2.4,2014.06.08_18:28_TAI
5.487704e+22,102.344,0.00688547,11751.15,47.843,4729.915,64.498,0.014642,54.388,109.131,0.21680811,96654510000000.0,31600200000000.0,1.337781e+24,45.724,3052.432129,4.901,590.23,4197,12080,M1.8,2014.06.09_17:34_TAI
6.530048e+22,98.06,0.00320473,11076.67,43.331,4982.349,58.189,0.00677666,50.646,102.968,0.04508979,104086000000000.0,12512790000000.0,1.457895e+24,43.631,3080.435303,4.848,317.602,4197,12085,M1.8,2014.06.10_21:37_TAI
2.027119e+21,159.241,0.01768201,5443.834,21.115,274.465,92.422,0.04794282,44.269,168.091,-0.26639035,5070930000000.0,3484647000000.0,2.256376e+22,32.428,107.165848,3.696,55.186,4231,12089,M1.1,2014.06.11_08:03_TAI
1.151938e+23,67.027,0.00226156,9434.412,25.978,5974.291,35.555,0.00468209,39.515,77.258,-0.01044967,100675300000000.0,15707500000000.0,1.959899e+24,33.765,3344.658936,4.415,353.746,4197,12085,M1.1,2014.06.13_23:39_TAI
2.779177e+22,106.161,0.02253679,4963.302,22.736,2275.792,50.203,0.07275725,39.602,106.45,0.39703304,47978690000000.0,42875950000000.0,3.129111e+23,33.794,1178.746338,0.0,1069.821,4225,12087,M1.0,2014.06.14_12:01_TAI
3.561359e+22,100.957,-0.00076636,2937.295,8.78,1820.331,40.54,-0.00226703,29.992,101.83,-0.19654651,38374950000000.0,5651806000000.0,2.062735e+23,24.199,1150.570312,3.992,40.523,4294,12106,M1.5,2014.07.09_10:34_TAI
5.730236e+22,91.467,-0.00034626,6404.007,23.711,3608.585,45.33,-0.00091227,39.724,97.026,-0.14115353,71305730000000.0,6700995000000.0,7.44749e+23,33.428,1831.775269,0.0,30.321,4396,12130,M2.0,2014.07.31_02:48_TAI
1.807722e+22,129.09,-0.00010236,2834.152,10.248,1321.743,55.217,-0.00034238,33.072,129.635,0.28366101,28501260000000.0,4280529000000.0,1.081287e+23,26.143,1423.030762,3.659,2.941,4639,12182,M1.3,2014.10.07_13:43_TAI
1.838256e+22,128.63,3.251e-05,2814.486,10.435,1368.229,55.551,0.00011078,33.169,128.868,0.24472709,29791740000000.0,3791618000000.0,1.10249e+23,26.245,1436.24353,3.686,0.959,4639,12182,M1.4,2014.10.07_13:58_TAI
1.331695e+23,74.467,-0.00628705,13686.56,31.584,7717.978,40.771,-0.01122509,42.468,84.434,-0.02785411,130506400000000.0,38160960000000.0,3.118736e+24,37.133,3995.536377,4.957,1078.719,4698,12192,M3.9,2014.10.18_21:11_TAI
1.315431e+23,80.398,-0.00510113,13890.09,32.578,8680.177,43.397,-0.00916814,43.09,91.322,0.03409288,142811300000000.0,29125450000000.0,3.175721e+24,37.785,4205.836914,5.044,878.174,4698,12192,M4.5,2014.10.19_04:37_TAI
1.380165e+23,79.209,-0.00416902,12766.53,31.576,8844.078,43.369,-0.0081736,42.886,90.156,0.00881996,157717000000000.0,31916340000000.0,3.218052e+24,37.665,4197.535645,5.052,791.275,4698,12192,M1.4,2014.10.19_07:02_TAI
1.320958e+23,81.297,-0.00456379,13629.03,32.416,8586.409,44.81,-0.00853247,43.172,92.73,-0.03939977,150882300000000.0,30067270000000.0,3.171221e+24,38.143,4222.892578,5.022,799.595,4698,12192,M1.7,2014.10.19_08:04_TAI
1.258245e+23,79.329,-0.00450877,13785.49,33.591,8297.26,44.528,-0.00867293,43.822,90.944,0.00458764,143255000000000.0,25566360000000.0,3.105121e+24,38.697,4237.075195,4.993,764.706,4698,12192,M1.2,2014.10.19_10:55_TAI
1.381952e+23,89.939,-0.00450792,15064.64,35.203,10959.863,49.632,-0.00818124,44.892,102.409,0.05601018,181238600000000.0,27428090000000.0,3.727854e+24,40.05,4823.413086,5.21,839.948,4698,12192,M1.2,2014.10.20_01:38_TAI
1.263758e+23,89.921,-0.00579648,16503.52,40.112,10231.833,53.202,-0.01045018,47.729,103.191,0.04510488,180778200000000.0,34223170000000.0,3.763789e+24,42.89,5217.347168,5.241,995.378,4698,12192,M8.7,2014.10.20_13:59_TAI
1.377463e+23,89.903,-0.00463277,15133.2,38.334,10886.704,51.675,-0.00888619,46.949,101.937,0.10052484,196795100000000.0,33168660000000.0,3.945231e+24,42.119,5331.150391,5.338,909.418,4698,12192,M2.7,2014.10.20_17:17_TAI
1.373999e+23,95.951,-0.00591925,17472.96,41.533,12372.779,56.351,-0.01056733,48.605,110.291,0.09082925,211723300000000.0,22002180000000.0,4.398342e+24,43.629,5546.475586,5.399,1121.941,4698,12192,X1.6,2014.10.21_02:28_TAI
1.365758e+23,96.428,-0.00397093,18699.37,47.327,12334.479,59.121,-0.00691912,51.731,109.766,0.1461131,220878400000000.0,14554980000000.0,4.747684e+24,46.21,6121.206055,5.477,759.15,4698,12192,M1.1,2014.10.21_21:50_TAI
1.377219e+23,94.993,-0.00293663,19868.0,52.351,11182.176,60.215,-0.00534352,54.535,106.616,0.12426846,220721100000000.0,12903410000000.0,5.259519e+24,48.929,6826.134766,5.384,585.347,4698,12192,X3.1,2014.10.23_09:41_TAI
1.477488e+23,95.326,-0.00316233,18799.53,51.299,12423.827,57.999,-0.00545062,53.58,107.525,0.09226434,229783500000000.0,10170890000000.0,5.284907e+24,48.281,6940.967773,5.463,669.369,4698,12192,X1.0,2014.10.24_05:08_TAI
1.559911e+23,96.964,-0.00349434,18230.37,48.998,12327.347,58.53,-0.00594995,52.052,106.468,0.05749512,231508000000000.0,18490510000000.0,5.248476e+24,46.76,7004.059082,5.365,757.481,4698,12192,X2.0,2014.10.24_22:56_TAI
1.609571e+23,96.845,-0.00345513,18165.36,46.179,13279.783,56.481,-0.00565954,50.447,108.205,0.06985462,228260900000000.0,22087050000000.0,5.264934e+24,45.544,7188.055176,5.456,754.035,4698,12192,M1.9,2014.10.25_06:49_TAI
1.613273e+23,95.042,-0.00297877,17358.32,45.983,12784.365,56.543,-0.00529464,50.416,105.14,0.08004926,232478100000000.0,24717900000000.0,5.226283e+24,45.406,7197.61377,5.428,675.302,4698,12192,M2.4,2014.10.25_08:21_TAI
1.660148e+23,92.428,-0.0020882,16054.57,43.311,12778.901,54.019,-0.00398812,49.245,102.378,0.149115,240225200000000.0,23183150000000.0,5.148831e+24,44.274,7145.550781,5.439,504.265,4698,12192,M7.1,2014.10.25_12:34_TAI
1.66306e+23,93.099,-0.00201281,16212.49,43.065,12993.786,54.354,-0.0038032,49.038,102.917,0.10684402,238265800000000.0,26552310000000.0,5.16046e+24,44.115,7137.156738,5.462,482.416,4698,12192,M1.0,2014.10.25_14:02_TAI
1.66733e+23,95.622,-0.0022492,16905.13,43.322,13062.911,55.774,-0.00396392,48.842,105.701,0.06182985,233936900000000.0,30696580000000.0,5.174586e+24,43.877,7143.437012,5.478,518.393,4698,12192,M1.3,2014.10.25_15:41_TAI
1.7366e+23,95.962,-0.00264917,16454.02,40.185,13024.305,55.116,-0.00443496,47.113,105.014,0.01879519,233960400000000.0,34129160000000.0,5.049178e+24,42.372,6960.307617,5.349,612.123,4698,12192,M6.7,2014.10.25_22:09_TAI
1.78869e+23,95.639,-0.00259889,16004.29,38.682,13204.826,54.046,-0.00436847,46.339,104.416,0.01840422,234663800000000.0,35235990000000.0,5.040907e+24,41.503,6964.317383,5.404,616.373,4698,12192,X2.0,2014.10.26_02:47_TAI
1.845918e+23,91.452,-0.00196053,15309.56,36.946,13482.324,50.351,-0.00352168,45.366,101.047,0.02500364,237391900000000.0,39158610000000.0,5.150179e+24,40.776,6959.440918,5.454,496.605,4698,12192,M1.4,2014.10.26_05:40_TAI
1.841372e+23,90.32,-0.00021518,15093.87,35.011,13269.779,50.314,-0.00037829,44.46,99.174,0.07920273,229387700000000.0,60941520000000.0,4.953963e+24,39.563,6823.04834,5.486,53.178,4698,12192,M3.4,2014.10.26_14:42_TAI
1.838817e+23,91.198,-0.00026131,15498.13,35.11,13441.894,51.038,-0.0004425,44.356,100.207,0.04312264,227371100000000.0,54255410000000.0,4.958666e+24,39.587,6793.450195,5.442,62.954,4698,12192,M6.6,2014.10.26_15:32_TAI
1.965451e+23,86.907,0.00015405,14724.79,31.663,14168.645,48.654,0.00026136,42.379,95.587,-0.03797075,235893800000000.0,38942530000000.0,4.994117e+24,37.829,6490.651367,5.35,39.342,4698,12192,M1.6,2014.10.27_02:06_TAI
2.032485e+23,80.018,-0.00150862,13655.45,27.679,13189.792,44.691,-0.00253066,40.089,89.714,-0.02955133,211380100000000.0,3921769000000.0,4.634608e+24,34.545,5975.107422,5.171,385.534,4698,12192,M1.0,2014.10.27_20:20_TAI
2.057212e+23,77.711,-0.00053533,13516.61,27.819,13139.115,44.143,-0.00092681,40.134,87.244,-0.07950054,216290700000000.0,10878770000000.0,4.729691e+24,34.747,5927.82666,5.14,141.046,4698,12192,M1.2,2014.10.27_22:01_TAI
